Name,Total level rank,Total level,Total level xp,Attack rank,Attack level,Attack xp,Defence rank,Defence level,Defence xp,Strength rank,Strength level,Strength xp,Hitpoints rank,Hitpoints level,Hitpoints xp,Ranged rank,Ranged level,Ranged xp,Prayer rank,Prayer level,Prayer xp,Magic rank,Magic level,Magic xp,Cooking rank,Cooking level,Cooking xp,Woodcutting rank,Woodcutting level,Woodcutting xp,Fletching rank,Fletching level,Fletching xp,Fishing rank,Fishing level,Fishing xp,Firemaking rank,Firemaking level,Firemaking xp,Crafting rank,Crafting level,Crafting xp,Smithing rank,Smithing level,Smithing xp,Mining rank,Mining level,Mining xp,Herblore rank,Herblore level,Herblore xp,Agility rank,Agility level,Agility xp,Thieving rank,Thieving level,Thieving xp,Slayer rank,Slayer level,Slayer xp,Farming rank,Farming level,Farming xp,Runecraft rank,Runecraft level,Runecraft xp,Hunter rank,Hunter level,Hunter xp,Construction rank,Construction level,Construction xp,League points rank,League points,BH Hunter rank,BH Hunter points,BH Rogue rank,BH Rogue points,All clues rank,All clues KC,Beginner clues rank,Beginner clues KC,Easy clues rank,Easy clues KC,Medium clues rank,Medium clues KC,Hard clues rank,Hard clues KC,Elite clues rank,Elite clues KC,Master clues rank,Master clues KC,LMS rank,LMS points,SW Zeal rank,SW points,Abyssal Sire rank,Abyssal Sire KC,Alchemical Hydra rank,Alchemical Hydra KC,Barrows Chests rank,Barrows Chests KC,Bryophyta rank,Bryophyta KC,Callisto rank,Callisto KC,Cerberus rank,Cerberus KC,Chambers of Xeric rank,Chambers of Xeric KC,Chambers of Xeric: Challenge Mode rank,Chambers of Xeric: Challenge Mode KC,Chaos Elemental rank,Chaos Elemental KC,Chaos Fanatic rank,Chaos Fanatic KC,Commander Zilyana rank,Commander Zilyana KC,Corporeal Beast rank,Corporeal Beast KC,Crazy Archaelogist rank,Crazy Archaelogist KC,Dagannoth Prime rank,Dagannoth Prime KC,Dagannoth Rex rank,Dagannoth Rex KC,Dagannoth Supreme rank,Dagannoth Supreme KC,Deranged Archaelogist rank,Deranged Archaelogist KC,General Graardor rank,General Graardor KC,Giant Mole rank,Giant Mole KC,Grotesque Guardians rank,Grotesque Guardians KC,Hespori rank,Hespori KC,Kalphite Queen rank,Kalphite Queen KC,King Black Dragon rank,King Black Dragon KC,Kraken rank,Kraken KC,Kree'Arra rank,Kree'Arra KC,K'ril Tsutsaroth rank,K'ril Tsutsaroth KC,Mimic rank,Mimic KC,Nightmare rank,Nightmare KC,Obor rank,Obor KC,Sarachnis rank,Sarachnis KC,Scorpia rank,Scorpia KC,Skotizo rank,Skotizo KC,The Gauntlet rank,The Gauntlet KC,The Corrupted Gauntlet rank,The Corrupted Gauntlet KC,Theatre of Blood rank,Theatre of Blood KC,Thermonuclear Smoke Devil rank,Thermonuclear Smoke Devil KC,TzKal-Zuk rank,TzKal-Zuk KC,TzTok-Jad rank,TzTok-Jad KC,Venenatis rank,Venenatis KC,Vet'ion rank,Vet'ion KC,Vorkath rank,Vorkath KC,Wintertodt rank,Wintertodt KC,Zalcano rank,Zalcano KC,Zulrah rank,Zulrah KC
RoqeSVK,3329,2277,696475937,16009,99,30710671,23435,99,25005046,17988,99,29840698,3303,99,100831592,838,99,200000000,2378,99,13888814,11601,99,20372291,5222,99,28341563,22985,99,13737054,4056,99,15345402,17916,99,13829809,11976,99,13050541,2158,99,15690828,7062,99,13044874,9596,99,14080798,4363,99,13215541,4398,99,14238122,13983,99,13071226,3883,99,43210471,2755,99,25583039,3687,99,13043208,12972,99,13277517,6403,99,13066832,821,59360,-1,-1,-1,-1,352,501,600,141,665,111,1072,61,161,132,162,55,831,1,-1,-1,-1,-1,357,500,-1,-1,-1,-1,-1,-1,-1,-1,732,666,-1,-1,-1,-1,-1,-1,-1,-1,9890,202,-1,-1,-1,-1,1677,91,2016,91,1799,91,-1,-1,33985,119,2146,750,-1,-1,-1,-1,-1,-1,-1,-1,13011,346,1048,420,1911,500,-1,-1,-1,-1,3827,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,628,643,-1,-1,-1,-1,-1,-1,-1,-1,670,500,-1,-1,-1,-1,-1,-1
Booch Gooty,2359,2277,781012566,1545,99,96113700,1434,99,71665502,4166,99,73671612,2836,99,106565689,12847,99,29651405,5480,99,13086445,8752,99,25257312,13424,99,25014067,7704,99,25064401,1008,99,25343320,10349,99,18783595,5792,99,13959252,1034,99,25014357,721,99,25027342,6933,99,15870938,4021,99,13259454,2234,99,25000107,461,99,26378922,5581,99,36624713,3563,99,25237984,570,99,13886563,3595,99,25102999,133,99,25432887,822,59360,-1,-1,-1,-1,2526,182,5452,31,1230,88,2807,37,6647,21,7552,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6982,14,-1,-1,27744,93,-1,-1,-1,-1,-1,-1,-1,-1,8752,221,-1,-1,-1,-1,2084,79,2319,83,1556,99,-1,-1,10752,297,3099,500,-1,-1,-1,-1,-1,-1,-1,-1,14159,311,3099,264,17460,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1362,252,-1,-1,-1,-1,-1,-1
Nit,2309,2277,784353004,618,99,141135397,5802,99,41434036,9337,99,45498246,4339,99,89830557,14262,99,26982632,230,99,25556775,6587,99,27806956,2064,99,40027770,15724,99,16448103,498,99,25858366,5400,99,25112575,738,99,25294340,467,99,25198668,1605,99,15746212,11673,99,13381746,150,99,25588997,4688,99,13962228,1040,99,25178718,2363,99,52315884,2976,99,25474245,1030,99,13252066,1575,99,27482239,916,99,15786248,823,59360,-1,-1,-1,-1,3786,137,6344,28,4914,27,1914,45,4559,27,3244,10,-1,-1,-1,-1,-1,-1,2627,250,-1,-1,-1,-1,4379,19,-1,-1,1723,514,-1,-1,-1,-1,-1,-1,-1,-1,12350,167,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1368,558,5224,250,-1,-1,-1,-1,-1,-1,-1,-1,3806,868,5359,191,3578,347,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,240,751,-1,-1,-1,-1,-1,-1
Chrimon,1937,2277,818441685,2992,99,72293441,2595,99,57483436,4223,99,72993443,3575,99,97747742,9576,99,38864426,754,99,25003689,3473,99,37480912,1537,99,43425696,3541,99,29180062,1049,99,25318145,2131,99,29811518,2911,99,25003672,1294,99,25003046,2093,99,14429731,1275,99,26637770,562,99,25037417,931,99,30467360,670,99,25689009,8308,99,30186420,594,99,29324209,2298,99,13059008,735,99,30333850,1422,99,13667683,824,59360,-1,-1,-1,-1,5489,101,3475,44,4431,30,9605,11,11103,15,30583,1,-1,-1,-1,-1,-1,-1,6933,100,-1,-1,-1,-1,-1,-1,-1,-1,15920,162,-1,-1,-1,-1,-1,-1,-1,-1,11193,183,-1,-1,-1,-1,1500,98,1796,97,1487,101,-1,-1,550,688,2023,750,-1,-1,-1,-1,-1,-1,-1,-1,3707,881,1171,402,20176,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1612,250,-1,-1,-1,-1,-1,-1
Janice Lean,1999,2277,812161739,10447,99,38840250,2388,99,59438027,21770,99,26629481,4447,99,88918826,2939,99,103855804,7928,99,13035912,4104,99,34686203,3496,99,32602670,284,99,55658124,388,99,26136975,1300,99,39531232,2492,99,25007619,826,99,25038780,3760,99,13316388,1762,99,25460369,810,99,25007896,4348,99,14283045,2778,99,25000337,4740,99,39575949,311,99,33251354,4596,99,13040402,1104,99,28809904,398,99,25036192,825,59360,-1,-1,-1,-1,6360,89,4451,37,8702,13,3576,33,43202,3,13448,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25799,105,-1,-1,-1,-1,-1,-1,-1,-1,2639,411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3669,500,1901,750,-1,-1,-1,-1,-1,-1,-1,-1,138,2234,1104,411,3961,328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,884,30,-1,-1,-1,-1,690,500,-1,-1,-1,-1,-1,-1
infra low,3961,2277,641475202,38006,99,17028160,50661,99,13104256,36750,99,17365562,5467,99,81026573,1118,99,183662846,3771,99,13258931,7396,99,26513287,9990,99,25203970,16111,99,16202965,2266,99,25021157,17307,99,13977888,9491,99,13099357,8862,99,13147819,4723,99,13158313,3316,99,25001556,4697,99,13180901,3207,99,16450633,11370,99,13255194,5861,99,35732400,2208,99,25899288,2284,99,13059310,10352,99,14058207,6418,99,13066629,826,59350,-1,-1,-1,-1,4868,111,1707,69,5670,22,9165,11,24027,7,15565,2,-1,-1,-1,-1,-1,-1,973,313,-1,-1,-1,-1,2051,27,-1,-1,15731,164,-1,-1,-1,-1,-1,-1,-1,-1,22329,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2545,500,2540,526,-1,-1,-1,-1,-1,-1,-1,-1,6130,750,2026,320,11809,163,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,299,185,-1,-1,-1,-1,-1,-1,2011,15,-1,-1,-1,-1,-1,-1,-1,-1,960,178,1056,500
Voleur,1732,2277,839122165,27519,99,25000229,14489,99,28703503,20063,99,27928294,1346,99,138319276,908,99,200000000,1401,99,15889915,3216,99,38931742,6250,99,26886865,9107,99,25005108,2256,99,25021556,3226,99,26309755,2676,99,25005505,1491,99,21418974,1531,99,16072464,11775,99,13357182,2761,99,13583185,7173,99,13063403,2417,99,25001348,1970,99,55147745,1961,99,26090262,7200,99,13034579,2546,99,25759982,1606,99,13591293,827,59350,-1,-1,-1,-1,2938,166,1970,63,5384,24,3216,35,4258,28,1705,16,-1,-1,-1,-1,-1,-1,2557,250,-1,-1,-1,-1,4360,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,700,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,683,1572,-1,-1,-1,-1,-1,-1,-1,-1,449,30,-1,-1,-1,-1,-1,-1,340,62,1456,104,-1,-1,18239,87,-1,-1,3277,15,-1,-1,-1,-1,693,500,-1,-1,5001,50,1869,500
X E O,3146,2277,713730577,26650,99,25006984,18773,99,26111788,24946,99,25156114,6802,99,72296697,2083,99,129557738,6859,99,13046108,6281,99,28373708,1123,99,46472588,1404,99,37639121,1155,99,25261494,5371,99,25116684,1265,99,25090047,4662,99,13656119,910,99,25008443,3454,99,25000710,4168,99,13238394,2221,99,25000673,4506,99,14828239,4720,99,39640125,3229,99,25354818,498,99,14321624,4724,99,25015349,1745,99,13537012,828,59340,-1,-1,-1,-1,8614,67,29659,8,86076,1,13690,7,2959,34,1519,17,-1,-1,-1,-1,-1,-1,4001,146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1521,97,2937,71,1966,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10241,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1170,114,-1,-1,14485,111,-1,-1,2178,15,-1,-1,-1,-1,1924,173,-1,-1,698,250,1243,500
Tovieri,2853,2277,737968580,52016,99,13068703,47401,99,13483170,39928,99,15856984,2317,99,115251962,975,99,196083921,6949,99,13044417,9495,99,25025754,4936,99,28871379,9836,99,25000751,1519,99,25136607,8435,99,25001270,9228,99,13110871,6404,99,13350824,4698,99,13161237,13768,99,13107316,3286,99,13394385,480,99,35285714,1739,99,25006610,5211,99,37899857,3348,99,25312805,6870,99,13035340,2095,99,26441024,8843,99,13037679,829,59340,-1,-1,-1,-1,15010,41,12057,16,37439,3,31754,3,9984,16,13911,3,-1,-1,-1,-1,-1,-1,2296,250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2436,429,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22766,189,2427,642,-1,-1,-1,-1,-1,-1,-1,-1,2319,1101,723,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,401,162,-1,-1,-1,-1,-1,-1,3045,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1666,500
B E NNY,3891,2277,647814143,18082,99,28775566,7255,99,37793715,2918,99,89650285,7529,99,68722070,12256,99,30949726,4400,99,13164004,9596,99,25014424,11459,99,25069663,9939,99,25000253,2358,99,25016787,24394,99,13147574,3058,99,25002813,769,99,25048012,1199,99,19579040,2831,99,25009714,1079,99,22378792,8775,99,13037386,12937,99,13133726,4211,99,41814146,851,99,28185863,4786,99,13039978,2218,99,26196130,5583,99,13084476,830,59330,-1,-1,-1,-1,7255,78,110014,1,61176,1,2209,42,4622,26,4145,8,-1,-1,-1,-1,-1,-1,6762,100,-1,-1,-1,-1,-1,-1,-1,-1,13230,196,-1,-1,-1,-1,-1,-1,-1,-1,4104,335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10945,294,1526,750,-1,-1,-1,-1,-1,-1,-1,-1,1468,1291,5907,177,9413,197,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1884,100,-1,-1,8476,158,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,388,250,4185,250
Secretly,3488,2277,682590746,26329,99,25012548,19715,99,25719319,47375,99,13751512,4353,99,89695248,1038,99,189642322,7829,99,13036350,7260,99,26708342,2538,99,37236201,7347,99,25117202,1736,99,25089551,20244,99,13423781,6901,99,13382956,5822,99,13430768,5082,99,13120612,7300,99,15519188,2640,99,13649384,6566,99,13129812,7477,99,13714845,12654,99,25117761,2798,99,25562620,6053,99,13037327,4058,99,25043445,2086,99,13449652,831,59320,-1,-1,-1,-1,324,523,528,149,205,183,1459,52,501,89,234,49,723,1,-1,-1,-1,-1,6104,100,-1,-1,-1,-1,10983,10,-1,-1,5578,326,-1,-1,-1,-1,-1,-1,-1,-1,5730,281,-1,-1,-1,-1,3226,56,2473,80,3407,56,-1,-1,1965,512,3016,500,-1,-1,-1,-1,-1,-1,-1,-1,10002,500,6214,169,13892,142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16636,100,-1,-1,-1,-1,-1,-1,-1,-1,1514,250,-1,-1,-1,-1,-1,-1
Chef Bot,2602,2277,759730475,26614,99,25007363,12163,99,30682589,44480,99,14320532,1635,99,129968691,203,99,200000000,441,99,25082115,5522,99,30137753,3953,99,31181768,4654,99,27148672,1542,99,25130186,3251,99,26273758,9199,99,13111934,3061,99,14408268,4299,99,13213012,6332,99,16478982,3508,99,13348699,2618,99,19808405,8941,99,13496211,5690,99,36265383,11738,99,13474210,3622,99,13043441,12649,99,13332507,967,99,14815996,832,59310,-1,-1,-1,-1,2159,201,2391,55,4236,31,516,90,9758,16,3521,9,-1,-1,-1,-1,-1,-1,2991,215,-1,-1,-1,-1,7595,13,-1,-1,27371,97,-1,-1,-1,-1,-1,-1,-1,-1,6828,255,-1,-1,-1,-1,579,159,1439,108,-1,-1,-1,-1,3918,472,2506,550,-1,-1,-1,-1,-1,-1,-1,-1,1740,1228,-1,-1,947,521,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,1859,-1,-1,-1,-1,-1,-1
Kyntis,3280,2277,701356992,26279,99,25013800,5645,99,41916789,26253,99,25010116,4347,99,89760494,1775,99,141561170,6728,99,13048201,7293,99,26661408,3602,99,32244598,28379,99,13123338,2881,99,25004307,31827,99,13037890,2812,99,25004364,4136,99,13815212,6238,99,13063722,12426,99,13246422,4234,99,13230854,726,99,32674421,1911,99,25003896,4173,99,41964225,3264,99,25342586,1928,99,13075950,3544,99,25110349,2127,99,13442880,833,59310,-1,-1,-1,-1,7341,77,6845,26,4528,29,28623,3,8858,17,18178,2,-1,-1,-1,-1,-1,-1,2356,250,-1,-1,-1,-1,-1,-1,-1,-1,34446,50,-1,-1,-1,-1,-1,-1,-1,-1,2111,474,-1,-1,-1,-1,1621,93,1941,93,1737,93,-1,-1,19264,217,809,750,-1,-1,-1,-1,-1,-1,-1,-1,3791,869,6211,169,1627,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,772,30,-1,-1,-1,-1,3279,76,-1,-1,-1,-1,-1,-1
Dolph II,1855,2277,827704832,4377,99,60947835,12634,99,30243819,548,99,200000000,2043,99,120058068,11187,99,33574369,4689,99,13135799,4238,99,34087003,14256,99,25003944,13937,99,17702075,1066,99,25309292,24635,99,13138581,1039,99,25138718,4243,99,13779831,3662,99,13339283,7797,99,15135214,3193,99,13416887,5091,99,13669840,300,99,27390142,2531,99,51181981,4321,99,25046346,3524,99,13043810,771,99,30167659,3091,99,13194336,834,59310,-1,-1,-1,-1,2137,203,4943,34,1080,93,2933,37,5581,24,2121,14,1113,1,-1,-1,-1,-1,929,324,-1,-1,18400,82,3991,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,717,590,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1785,524,1536,750,3264,100,-1,-1,-1,-1,-1,-1,1175,1382,1825,335,4292,314,-1,-1,1124,183,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,758,111,7941,170,939,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Charl3magne5,1192,2277,908497890,26033,99,25023041,23499,99,25004272,25520,99,25059315,1033,99,149480889,579,99,200000000,444,99,25079432,7671,99,26142585,10540,99,25131910,1639,99,36231127,2952,99,25003333,662,99,61415190,2193,99,25012859,990,99,25018192,894,99,25008812,2155,99,25141796,708,99,25016323,6600,99,13124138,2311,99,25001707,11126,99,26443292,864,99,28137026,1273,99,13173828,1254,99,28387982,120,99,25460841,835,59300,-1,-1,-1,-1,262,566,563,146,427,133,124,167,740,76,337,43,639,1,-1,-1,-1,-1,1255,276,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2872,62,3512,61,3331,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27213,142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,329,750,-1,-1,3442,70,1356,500
Lawhrer,3565,2277,676182396,56418,99,13034957,52429,99,13047166,51354,99,13371377,6273,99,75609429,1331,99,168788499,7503,99,13038124,4727,99,32329314,8801,99,25434458,34078,99,13035278,3083,99,25001961,34573,99,13035412,13812,99,13040060,1123,99,25010055,792,99,25016032,5334,99,17922411,923,99,25002991,729,99,32642590,3670,99,16039076,6783,99,33282245,476,99,30432273,2191,99,13062500,2433,99,25911172,5214,99,13095016,836,59300,-1,-1,-1,-1,5754,97,4629,36,7947,14,4869,24,6283,22,27075,1,-1,-1,-1,-1,-1,-1,2185,250,-1,-1,-1,-1,-1,-1,-1,-1,31111,69,-1,-1,-1,-1,-1,-1,-1,-1,9338,211,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2781,500,584,750,-1,-1,-1,-1,-1,-1,-1,-1,1692,1237,2864,275,18356,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4040,36,-1,-1,-1,-1,-1,-1,654,30,-1,-1,-1,-1,-1,-1,-1,-1,165,368,1200,500
WishMish156,2603,2277,759573976,48332,99,13376609,13838,99,29201907,25381,99,25077810,4298,99,90218411,1041,99,189362387,7438,99,13038580,8674,99,25297101,4157,99,30632014,2148,99,33875326,2446,99,25013989,4773,99,25215548,3006,99,25003062,3588,99,14049950,2073,99,14461994,2489,99,25037104,1653,99,15193506,3837,99,14907391,1742,99,25006598,3213,99,46829085,1076,99,27455732,1689,99,13107556,3370,99,25154204,6961,99,13058112,837,59300,-1,-1,-1,-1,7714,74,4297,38,12296,9,13681,7,11096,15,7945,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6334,15,-1,-1,5871,318,-1,-1,-1,-1,-1,-1,-1,-1,13245,157,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22166,194,1755,750,-1,-1,-1,-1,-1,-1,-1,-1,5106,773,3274,257,2178,500,-1,-1,-1,-1,1502,16,-1,-1,-1,-1,-1,-1,-1,-1,577,146,-1,-1,-1,-1,-1,-1,157,32,-1,-1,-1,-1,-1,-1,-1,-1,666,250,1608,500
BigBeastStag,288,2277,1155911408,401,99,166376005,610,99,98334592,1448,99,129693310,546,99,179175707,9164,99,40390251,840,99,23183305,2997,99,40447600,11167,99,25081877,3927,99,28417833,2752,99,25006706,6455,99,25033839,3128,99,25002512,898,99,25028009,680,99,25036677,2683,99,25016147,884,99,25004448,515,99,34795816,227,99,28364834,281,99,93424182,2670,99,25633224,407,99,16024585,2098,99,26437051,796,99,25002898,838,59270,-1,-1,-1,-1,1891,218,1424,78,1198,89,3041,36,16064,11,9345,4,-1,-1,-1,-1,-1,-1,6524,100,-1,-1,530,341,-1,-1,-1,-1,29986,76,-1,-1,-1,-1,-1,-1,-1,-1,4966,304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35088,112,1030,750,789,250,-1,-1,-1,-1,-1,-1,281,1944,6085,172,1679,500,-1,-1,-1,-1,570,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20594,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19088m,2731,2277,748076625,25981,99,25025282,1380,99,72756024,20566,99,27517685,2040,99,120084184,16070,99,25011570,2074,99,14228110,361,99,116869806,12807,99,25028172,31405,99,13043777,10711,99,13048593,13202,99,15807675,1536,99,25051288,7202,99,13272421,6724,99,13050429,6271,99,16562543,808,99,25008056,5793,99,13290804,14379,99,13059204,1038,99,67035274,173,99,41577612,5274,99,13039025,2800,99,25503171,2967,99,13205920,839,59270,-1,-1,-1,-1,1066,302,1720,69,938,98,941,65,1683,48,1122,21,1013,1,-1,-1,-1,-1,2745,250,-1,-1,66,603,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16353,125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3420,500,2041,750,868,250,-1,-1,-1,-1,-1,-1,2496,1068,8016,133,15789,126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2374,59,-1,-1,-1,-1,1254,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SeePeeThree,470,2277,1067342080,818,99,125815147,423,99,113079370,1344,99,135083124,1326,99,138834886,15228,99,25536270,1167,99,17290088,8171,99,25646463,5627,99,27666899,179,99,65274545,1454,99,25154728,6018,99,25059588,643,99,25421777,9522,99,13115024,770,99,25019549,1061,99,27551292,1603,99,15426098,3825,99,14920005,2815,99,25000179,178,99,105627682,1183,99,27219114,2971,99,13047915,2745,99,25551369,846,99,25000968,840,59270,-1,-1,-1,-1,538,422,310,191,1299,86,2330,41,695,79,889,24,570,1,-1,-1,-1,-1,6645,100,-1,-1,-1,-1,-1,-1,-1,-1,20756,130,-1,-1,-1,-1,-1,-1,-1,-1,2888,394,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3499,500,1448,750,-1,-1,-1,-1,-1,-1,-1,-1,1868,1196,10082,100,7505,235,-1,-1,2318,111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18601,83,-1,-1,1028,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
50Dkp_Minus,1038,2277,934730701,590,99,143895014,2340,99,59901727,3963,99,75731156,1257,99,141205179,7919,99,46275012,6518,99,13052728,5195,99,30955805,1472,99,43916558,8857,99,25008490,212,99,27153619,26680,99,13081966,2171,99,25013369,718,99,25063402,2748,99,13743728,1471,99,26059335,3963,99,13266768,162,99,44107032,1156,99,25109589,1161,99,64968841,2151,99,25932757,2555,99,13053623,3335,99,25166074,6292,99,13068929,841,59270,-1,-1,-1,-1,6104,92,2919,49,8164,14,6304,18,20407,9,19769,2,-1,-1,-1,-1,-1,-1,6982,100,-1,-1,6845,139,-1,-1,-1,-1,7869,270,-1,-1,-1,-1,-1,-1,-1,-1,1613,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13680,263,212,753,2097,104,-1,-1,-1,-1,-1,-1,486,1726,2217,309,6311,254,-1,-1,4294,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8429,159,-1,-1,1002,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Micachow,2792,2277,743822189,3727,99,65584348,5195,99,43352196,2016,99,109626788,4627,99,87353162,16217,99,25003512,1758,99,14798923,8029,99,25765071,12902,99,25025570,5968,99,25719250,3038,99,25002416,6663,99,25025865,3354,99,25001410,10130,99,13089351,7073,99,13044664,3190,99,25002489,3102,99,13445457,1196,99,27720550,2424,99,25001341,2591,99,50732214,1130,99,27344429,5521,99,13038501,4170,99,25037578,4808,99,13107104,842,59270,-1,-1,-1,-1,1625,240,1141,92,1542,81,8395,13,2694,36,1429,18,-1,-1,-1,-1,-1,-1,816,352,-1,-1,7429,135,-1,-1,-1,-1,18129,144,-1,-1,-1,-1,-1,-1,-1,-1,5470,289,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25485,170,1995,750,4741,55,-1,-1,-1,-1,-1,-1,3464,912,11264,77,8294,216,-1,-1,913,209,813,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Reipas,465,2277,1069970536,25336,99,25078131,268,99,138188623,21164,99,27039189,320,99,200000000,15562,99,25220750,361,99,25149005,73,99,200000000,10588,99,25128442,6239,99,25537236,3075,99,25002006,4143,99,25417954,11695,99,13053516,1538,99,20199381,4503,99,13184810,16608,99,13035968,292,99,25203488,5391,99,13472358,890,99,25317181,119,99,116051270,3020,99,25452293,3655,99,13043326,3307,99,25177005,518,99,25018604,843,59270,-1,-1,-1,-1,2272,196,4635,36,11268,10,5366,22,443,94,507,34,-1,-1,-1,-1,-1,-1,1644,252,-1,-1,11190,112,10132,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3526,100,-1,-1,321,250,-1,-1,499,1712,-1,-1,-1,-1,-1,-1,330,339,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,230,12603,123,924,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
